,Device,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp
10,C ClgW,0.12,0.03,0.01,0.16,125,4,3,1,5.6,7,4.48,0.12,0.03,0.01,0.16,125,4,2,1,4.9,6.125,3.92,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,15.19,15.5869,8.052576,38.829476,2.25,2.25,2.25,2.25,50.6172839506173,50.6172839506173,50.6172839506173,50.6172839506173,-168.292682926829,-168.292682926829,-168.292682926829,-168.292682926829,0,0,0,0.12,0.03,0.01,0.16,125,4,3,1,5.6,7,4.48,0.12,0.03,0.01,0.16,125,4,2,1,4.9,6.125,3.92,0.12,0.03,0.02,0.17,118,4,2,1,4.9,5.782,3.93176,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,15.19,15.5526,8.19252,38.93512,2.25,2.25,4.75,2.25,50.6172839506173,50.6172839506173,38.2716049382716,50.6172839506173,-168.292682926829,-168.292682926829,-254.838709677419,-168.292682926829,0,0,0,0.12,0.03,0.01,0.16,110,4,3,1,5.6,6.16,3.9424,0.12,0.03,0.01,0.16,125,4,2,1,4.9,6.125,3.92,0.12,0.03,0.02,0.17,118,4,2,1,4.9,5.782,3.93176,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,14.602,15.17628,8.19252,37.9708,2.25,2.25,4.75,2.25,50.6172839506173,50.6172839506173,38.2716049382716,50.6172839506173,-168.292682926829,-168.292682926829,-254.838709677419,-168.292682926829,0,0,0,0.12,0.03,0.01,0.16,120,4,3,1,5.6,6.72,4.3008,0.12,0.03,0.01,0.16,110,4,2,1,4.9,5.39,3.4496,0.12,0.03,0.02,0.17,118,4,2,1,4.9,5.782,3.93176,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,14.994,14.91266,7.86324,37.7699,2.25,2.25,4.75,2.25,50.6172839506173,50.6172839506173,38.2716049382716,50.6172839506173,-168.292682926829,-168.292682926829,-254.838709677419,-168.292682926829,0,0,0
11,D ClgW,0.15,0.01,0.05,0.21,125,5,3,1,6.3,7.875,8.26875,0.15,0.01,0.06,0.22,125,5,3,1,6.3,7.875,8.6625,0.15,0.05,0.1,0.3,125,5,3,1,6.3,7.875,11.8125,0.15,0.06,0.12,0.33,123,4,3,1,5.6,6.888,9.09216,18.2525,21.634725,20.802012,60.689237,3.93333333333333,4.6,49.6666666666667,71.6,-17.6470588235294,-37.2549019607842,-194.117647058824,-252.941176470588,-11900,1433.33333333333,426.530612244898,346.376811594203,71.6,0,2206.24075717243,0.15,0.01,0.08,0.24,125,5,3,1,6.3,7.875,9.45,0.16,0.03,0.08,0.27,125,5,3,1,6.3,7.875,10.63125,0.17,0.05,0.1,0.32,122,5,3,1,6.3,7.686,12.2976,0.16,0.07,0.11,0.34,120,4,3,1,5.6,6.72,9.1392,18.2525,22.2117,22.559635,63.023835,5.93333333333333,22.3125,49.7058823529412,82.6875,-76.470588235294,-168.292682926829,-383.870967741936,-339.024390243902,513.793103448276,617.241379310345,467.34693877551,422.033898305085,82.6875,0,2020.41531983922,0.15,0.02,0.06,0.23,113,4,3,1,5.6,6.328,5.82176,0.15,0.04,0.09,0.28,121,5,3,1,6.3,7.623,10.6722,0.14,0.06,0.11,0.31,125,5,3,1,6.3,7.875,12.20625,0.16,0.06,0.11,0.33,121,4,3,1,5.6,6.776,8.94432,17.1696,19.667032,22.380939,59.217571,10.5333333333333,34.4,68.1428571428571,67.125,-56.8627450980391,-154.901960784314,-178.688524590164,-314.634146341463,1544.44444444445,484.615384615385,371.186440677966,405.084745762712,135.267857142857,0,2805.33101550051,0.14,0.04,0.04,0.22,125,4,3,1,5.6,7,6.16,0.15,0.04,0.04,0.23,115,4,3,1,5.6,6.44,5.9248,0.14,0.05,0.05,0.24,125,5,2,1,5.6,7,8.4,0.14,0.05,0.06,0.25,121,5,4,1,7,8.47,10.5875,17.64,19.649,17.54361,54.83261,19.7142857142857,21.0666666666667,31.7857142857143,35.3571428571429,-31.1475409836066,-56.8627450980391,-63.9344262295082,-80.327868852459,-1172.72727272727,-1263.63636363636,-14900,1766.66666666667,0,0,1766.66666666667
12,A Bstr0,0.12,0.03,0.03,0.18,125,5,3,1,6.3,7.875,7.0875,0.12,0.03,0.03,0.18,125,4,3,1,5.6,7,5.04,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,17.2725,19.66125,11.452,48.38575,7.25,7.25,15.0769230769231,15.0769230769231,25.9259259259259,25.9259259259259,1.40845070422535,1.40845070422535,-423.809523809524,-423.809523809524,-519.047619047619,-519.047619047619,0,0,0,0.12,0.03,0.03,0.18,125,5,3,1,6.3,7.875,7.0875,0.12,0.03,0.03,0.18,125,4,3,1,5.6,7,5.04,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,0.13,0.04,0.03,0.2,122,4,3,1,5.6,6.832,5.4656,17.2725,19.54365,11.35792,48.17407,7.25,7.25,15.0769230769231,15.0769230769231,25.9259259259259,25.9259259259259,1.40845070422535,1.40845070422535,-423.809523809524,-423.809523809524,-519.047619047619,-519.047619047619,0,0,0,0.12,0.03,0.03,0.18,121,5,3,2,7,8.47,7.623,0.12,0.03,0.03,0.18,125,4,3,2,6.3,7.875,5.67,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,0.13,0.04,0.03,0.2,122,4,3,1,5.6,6.832,5.4656,18.179,20.531,11.79892,50.50892,7.25,7.25,15.0769230769231,15.0769230769231,25.9259259259259,25.9259259259259,1.40845070422535,1.40845070422535,-423.809523809524,-423.809523809524,-519.047619047619,-519.047619047619,0,0,0,0.12,0.03,0.03,0.18,126,5,3,2,7,8.82,7.938,0.12,0.03,0.03,0.18,121,4,3,2,6.3,7.623,5.48856,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,0.15,0.04,0.03,0.22,122,4,3,1,5.6,6.832,6.01216,18.424,20.5751,12.054504,51.053604,7.25,7.25,15.0769230769231,18.4,25.9259259259259,25.9259259259259,1.40845070422535,-37.2549019607843,-423.809523809524,-423.809523809524,-519.047619047619,-614.285714285714,0,0,0
13,B Bstr0,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.14,0.03,0.01,0.18,120,5,3,1,6.3,7.56,6.804,0.14,0.03,0.01,0.18,120,5,3,1,6.3,7.56,6.804,18.7425,21.333375,14.867475,54.94335,7.8,7.8,6.21428571428572,6.21428571428572,21.5686274509804,21.5686274509804,34.4262295081967,34.4262295081967,-241.463414634146,-241.463414634146,-217.073170731707,-217.073170731707,0,0,0,0.15,0.03,0.01,0.19,124,5,3,1,6.3,7.812,7.4214,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.14,0.03,0.01,0.18,121,5,3,1,6.3,7.623,6.8607,0.14,0.03,0.01,0.18,120,5,3,1,6.3,7.56,6.804,18.6984,21.33558,14.907165,54.941145,7.8,7.8,6.21428571428572,6.21428571428572,21.5686274509804,21.5686274509804,34.4262295081967,34.4262295081967,-241.463414634146,-241.463414634146,-217.073170731707,-217.073170731707,0,0,0,0.15,0.03,0.01,0.19,119,4,2,1,4.9,5.831,4.43156,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.14,0.03,0.01,0.18,121,5,3,2,7,8.47,7.623,0.14,0.03,0.01,0.18,120,5,3,1,6.3,7.56,6.804,17.8017,19.835592,15.440775,53.078067,7.8,7.8,6.21428571428572,6.21428571428572,21.5686274509804,21.5686274509804,34.4262295081967,34.4262295081967,-241.463414634146,-241.463414634146,-217.073170731707,-217.073170731707,0,0,0,0.15,0.03,0.01,0.19,120,4,2,1,4.9,5.88,4.4688,0.15,0.03,0.01,0.19,119,5,3,1,6.3,7.497,7.12215,0.14,0.03,0.01,0.18,121,4,3,2,6.3,7.623,5.48856,0.14,0.03,0.01,0.18,101,5,3,1,6.3,6.363,5.7267,17.346,18.16626,12.941187,48.453447,7.8,7.8,6.21428571428572,6.21428571428572,21.5686274509804,21.5686274509804,34.4262295081967,34.4262295081967,-241.463414634146,-241.463414634146,-217.073170731707,-217.073170731707,0,0,0
14,C Bstr0,0.12,0.03,0.01,0.16,95,4,2,2,5.6,5.32,3.4048,0.15,0.03,0.01,0.19,130,5,4,2,7.7,10.01,9.5095,0.15,0.03,0.01,0.19,115,4,3,2,6.3,7.245,5.5062,0.13,0.04,0.02,0.19,117,4,3,2,6.3,7.371,5.60196,17.934,19.62156,14.537362,52.092922,2.25,7.8,7.8,12,50.6172839506173,21.5686274509804,21.5686274509804,15.4929577464789,-168.292682926829,-241.463414634146,-241.463414634146,-319.354838709677,0,0,0,0.12,0.04,0.01,0.17,100,4,2,2,5.6,5.6,3.808,0.15,0.04,0.01,0.2,131,6,5,2,9.1,11.921,14.3052,0.15,0.03,0.01,0.19,115,5,3,2,7,8.05,7.6475,0.13,0.04,0.02,0.19,117,4,3,2,6.3,7.371,5.60196,19.6,21.805,19.393262,60.798262,6.33333333333333,13.0666666666667,7.8,12,38.2716049382716,1.96078431372549,21.5686274509804,15.4929577464789,-192.682926829268,-265.853658536585,-241.463414634146,-319.354838709677,0,0,0,0.11,0.04,0.01,0.16,120,5,2,2,6.3,7.56,6.048,0.15,0.05,0.03,0.23,131,6,5,2,9.1,11.921,16.45098,0.15,0.03,0.01,0.19,115,4,3,1,5.6,6.44,4.8944,0.13,0.04,0.02,0.19,117,4,3,2,6.3,7.371,5.60196,19.992,22.246,18.968138,61.206138,3.27272727272728,26.3333333333333,7.8,12,45.0549450549451,-56.8627450980391,21.5686274509804,15.4929577464789,-168.292682926829,-661.904761904762,-241.463414634146,-319.354838709677,0,0,0,0.1,0.04,0.02,0.16,101,5,2,2,6.3,6.363,5.0904,0.13,0.05,0.04,0.22,120,6,5,2,9.1,10.92,14.4144,0.15,0.03,0.01,0.19,115,4,3,1,5.6,6.44,4.8944,0.13,0.04,0.02,0.19,110,4,3,2,6.3,6.93,5.2668,19.1541,20.56628,17.29392,57.0143,3.6,26.5384615384615,7.8,12,40.5940594059406,-26.7605633802817,21.5686274509804,15.4929577464789,-222.58064516129,-1172.72727272727,-241.463414634146,-319.354838709677,0,0,0
15,D Bstr0,0.16,0.03,0.03,0.22,110,5,3,1,6.3,6.93,7.623,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,16.611,18.2721,14.3416,49.2247,12.9375,12.9375,12.9375,12.9375,-46.3414634146341,-46.3414634146341,-46.3414634146341,-46.3414634146341,-614.285714285714,-614.285714285714,-614.285714285714,-614.285714285714,0,0,0,0.15,0.03,0.03,0.21,110,5,3,1,6.3,6.93,7.2765,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,111,5,2,1,5.6,6.216,6.8376,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,16.611,18.06875,14.38472,49.06447,11.8,12.9375,12.9375,12.9375,-17.6470588235294,-46.3414634146341,-46.3414634146341,-46.3414634146341,-566.666666666667,-614.285714285714,-614.285714285714,-614.285714285714,0,0,0,0.15,0.03,0.03,0.21,121,5,3,1,6.3,7.623,8.00415,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,111,5,2,1,5.6,6.216,6.8376,0.16,0.03,0.03,0.22,111,5,2,1,5.6,6.216,6.8376,17.0961,18.617305,14.42784,50.141245,11.8,12.9375,12.9375,12.9375,-17.6470588235294,-46.3414634146341,-46.3414634146341,-46.3414634146341,-566.666666666667,-614.285714285714,-614.285714285714,-614.285714285714,0,0,0,0.15,0.03,0.03,0.21,110,5,3,1,6.3,6.93,7.2765,0.16,0.03,0.03,0.22,121,5,2,1,5.6,6.776,7.4536,0.16,0.03,0.03,0.22,111,5,2,1,5.6,6.216,6.8376,0.16,0.03,0.03,0.22,115,5,2,1,5.6,6.44,7.084,16.611,18.69595,15.07464,50.38159,11.8,12.9375,12.9375,12.9375,-17.6470588235294,-46.3414634146341,-46.3414634146341,-46.3414634146341,-566.666666666667,-614.285714285714,-614.285714285714,-614.285714285714,0,0,0
16,A TurbO,0.12,0.03,0.01,0.16,110,5,3,1,6.3,6.93,5.544,0.12,0.03,0.01,0.16,110,4,3,2,6.3,6.93,4.4352,0.13,0.05,0.01,0.19,110,4,2,1,4.9,5.39,4.0964,0.12,0.05,0.01,0.18,110,4,3,2,6.3,6.93,4.9896,17.101,17.3558,9.54884,44.00564,2.25,2.25,15,12.0833333333333,50.6172839506173,50.6172839506173,15.4929577464789,25.9259259259259,-168.292682926829,-168.292682926829,-241.463414634146,-217.073170731707,0,0,0,0.12,0.03,0.01,0.16,110,5,3,1,6.3,6.93,5.544,0.12,0.03,0.01,0.16,110,4,3,2,6.3,6.93,4.4352,0.13,0.05,0.01,0.19,110,4,2,2,5.6,6.16,4.6816,0.12,0.05,0.01,0.18,110,4,3,2,6.3,6.93,4.9896,17.591,17.8948,9.95848,45.44428,2.25,2.25,15,12.0833333333333,50.6172839506173,50.6172839506173,15.4929577464789,25.9259259259259,-168.292682926829,-168.292682926829,-241.463414634146,-217.073170731707,0,0,0,0.12,0.03,0.01,0.16,122,5,3,1,6.3,7.686,6.1488,0.12,0.03,0.01,0.16,99,4,3,2,6.3,6.237,3.99168,0.13,0.05,0.01,0.19,110,4,2,2,5.6,6.16,4.6816,0.12,0.05,0.01,0.18,110,4,3,2,6.3,6.93,4.9896,18.1202,17.83306,9.648016,45.601276,2.25,2.25,15,12.0833333333333,50.6172839506173,50.6172839506173,15.4929577464789,25.9259259259259,-168.292682926829,-168.292682926829,-241.463414634146,-217.073170731707,0,0,0,0.12,0.03,0.01,0.16,111,5,3,1,6.3,6.993,5.5944,0.12,0.03,0.01,0.16,122,4,3,2,6.3,7.686,4.91904,0.13,0.05,0.01,0.19,110,4,2,2,5.6,6.16,4.6816,0.12,0.05,0.01,0.18,121,4,3,2,6.3,7.623,5.48856,17.6351,18.94438,10.64644,47.22592,2.25,2.25,15,12.0833333333333,50.6172839506173,50.6172839506173,15.4929577464789,25.9259259259259,-168.292682926829,-168.292682926829,-241.463414634146,-217.073170731707,0,0,0
17,B TurbO,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,99,5,3,2,7,6.93,8.316,0.12,0.09,0.03,0.24,99,3,2,1,4.2,4.158,2.99376,14.014,13.32408,10.329312,37.667392,66.75,66.75,66.75,66.75,-48.1481481481481,-48.1481481481481,-48.1481481481481,-48.1481481481481,-709.523809523809,-709.523809523809,-709.523809523809,-709.523809523809,267,0,0,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,95,4,2,1,4.9,4.655,4.4688,0.12,0.03,0.01,0.16,99,3,2,1,4.2,4.158,1.99584,12.544,11.73158,6.937728,31.213308,66.75,66.75,66.75,2.25,-48.1481481481481,-48.1481481481481,-48.1481481481481,50.6172839506173,-709.523809523809,-709.523809523809,-709.523809523809,-168.292682926829,200.25,0,0,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,95,4,2,1,4.9,4.655,4.4688,0.12,0.09,0.03,0.24,99,3,2,1,4.2,4.158,2.99376,12.544,11.73158,7.636272,31.911852,66.75,66.75,66.75,66.75,-48.1481481481481,-48.1481481481481,-48.1481481481481,-48.1481481481481,-709.523809523809,-709.523809523809,-709.523809523809,-709.523809523809,267,0,0,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,95,4,2,1,4.9,4.655,4.4688,0.12,0.09,0.03,0.24,119,3,2,1,4.2,4.998,3.59856,12.544,12.31958,8.059632,32.923212,66.75,66.75,66.75,66.75,-48.1481481481481,-48.1481481481481,-48.1481481481481,-48.1481481481481,-709.523809523809,-709.523809523809,-709.523809523809,-709.523809523809,267,0,0
18,C TurbO,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,5,2,1,5.6,6.44,5.152,0.12,0.04,0.01,0.17,115,5,3,1,6.3,7.245,6.15825,0.09,0.04,0.01,0.14,115,5,2,1,5.6,6.44,4.508,17.3215,18.1447,11.156775,46.622975,2.25,2.25,6.33333333333333,-4.88888888888888,50.6172839506173,50.6172839506173,38.2716049382716,54.954954954955,-168.292682926829,-168.292682926829,-192.682926829268,-119.512195121951,0,0,0,0.12,0.03,0.01,0.16,119,5,3,1,6.3,7.497,5.9976,0.12,0.03,0.01,0.16,115,5,2,1,5.6,6.44,5.152,0.12,0.04,0.01,0.17,115,5,2,1,5.6,6.44,5.474,0.09,0.04,0.01,0.14,115,5,2,1,5.6,6.44,4.508,17.0079,17.72232,10.6778,45.40802,2.25,2.25,6.33333333333333,-4.88888888888888,50.6172839506173,50.6172839506173,38.2716049382716,54.954954954955,-168.292682926829,-168.292682926829,-192.682926829268,-119.512195121951,0,0,0,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,5,2,1,5.6,6.44,5.152,0.12,0.04,0.01,0.17,115,5,3,1,6.3,7.245,6.15825,0.09,0.04,0.01,0.14,101,5,2,1,5.6,5.656,3.9592,17.3215,17.5959,10.772615,45.690015,2.25,2.25,6.33333333333333,-4.88888888888888,50.6172839506173,50.6172839506173,38.2716049382716,54.954954954955,-168.292682926829,-168.292682926829,-192.682926829268,-119.512195121951,0,0,0,0.12,0.03,0.01,0.16,111,5,3,1,6.3,6.993,5.5944,0.12,0.03,0.01,0.16,115,5,2,1,5.6,6.44,5.152,0.12,0.04,0.01,0.17,115,5,3,1,6.3,7.245,6.15825,0.08,0.04,0.01,0.13,120,5,2,1,5.6,6.72,4.368,17.1451,18.19958,11.058775,46.403455,2.25,2.25,6.33333333333333,-10.5,50.6172839506173,50.6172839506173,38.2716049382716,58.6776859504132,-168.292682926829,-168.292682926829,-192.682926829268,-95.1219512195122,0,0,0
19,D TurbO,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.07,0.01,0.2,115,4,3,1,5.6,6.44,5.152,0.12,0.07,0.01,0.2,110,5,3,1,6.3,6.93,6.93,17.8115,18.4877,12.5986,48.8978,2.25,2.25,28.5833333333333,28.5833333333333,50.6172839506173,50.6172839506173,1.23456790123457,1.23456790123457,-168.292682926829,-168.292682926829,-265.853658536585,-265.853658536585,0,0,0,0.12,0.03,0.01,0.16,120,4,3,1,5.6,6.72,4.3008,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,17.934,18.22506,14.2842,50.44326,2.25,2.25,28.5833333333333,28.5833333333333,50.6172839506173,50.6172839506173,1.23456790123457,1.23456790123457,-168.292682926829,-168.292682926829,-265.853658536585,-265.853658536585,0,0,0,0.13,0.04,0.01,0.18,115,4,4,1,6.3,7.245,5.2164,0.11,0.03,0.01,0.15,115,5,3,1,6.3,7.245,5.43375,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,0.12,0.07,0.01,0.2,110,5,3,1,6.3,6.93,6.93,18.3015,18.64548,13.803125,50.750105,8.92307692307692,-0.272727272727273,28.5833333333333,28.5833333333333,29.5774647887324,56.0439560439561,1.23456790123457,1.23456790123457,-217.073170731707,-143.90243902439,-265.853658536585,-265.853658536585,0,0,0,0.13,0.04,0.01,0.18,115,4,4,1,6.3,7.245,5.2164,0.11,0.03,0.01,0.15,115,5,3,1,6.3,7.245,5.43375,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,0.12,0.07,0.01,0.2,121,5,3,1,6.3,7.623,7.623,18.3015,19.13058,14.288225,51.720305,8.92307692307692,-0.272727272727273,28.5833333333333,28.5833333333333,29.5774647887324,56.0439560439561,1.23456790123457,1.23456790123457,-217.073170731707,-143.90243902439,-265.853658536585,-265.853658536585,0,0,0
20,A CW,0.12,0.03,0.01,0.16,115,5,4,1,7,8.05,6.44,0.12,0.03,0.01,0.16,115,4,3,1,5.6,6.44,4.1216,0.12,0.03,0.01,0.16,115,4,2,1,4.9,5.635,3.6064,0.15,0.03,0.01,0.19,119,4,2,1,4.9,5.831,4.43156,16.415,17.0422,8.595692,42.052892,2.25,2.25,2.25,7.8,50.6172839506173,50.6172839506173,50.6172839506173,21.5686274509804,-168.292682926829,-168.292682926829,-168.292682926829,-241.463414634146,0,0,0,0.12,0.03,0.01,0.16,121,5,2,1,5.6,6.776,5.4208,0.12,0.03,0.01,0.16,115,4,3,1,5.6,6.44,4.1216,0.12,0.03,0.01,0.16,113,4,3,1,5.6,6.328,4.04992,0.15,0.03,0.01,0.19,115,4,2,1,4.9,5.635,4.2826,16.0132,16.67666,8.801884,41.491744,2.25,2.25,2.25,7.8,50.6172839506173,50.6172839506173,50.6172839506173,21.5686274509804,-168.292682926829,-168.292682926829,-168.292682926829,-241.463414634146,0,0,0,0.12,0.03,0.02,0.17,115,5,3,1,6.3,7.245,6.15825,0.12,0.03,0.01,0.16,115,4,3,1,5.6,6.44,4.1216,0.12,0.03,0.01,0.16,113,4,3,1,5.6,6.328,4.04992,0.15,0.03,0.01,0.19,115,4,2,1,4.9,5.635,4.2826,16.3415,17.192875,8.801884,42.336259,4.75,2.25,2.25,7.8,38.2716049382716,50.6172839506173,50.6172839506173,21.5686274509804,-254.838709677419,-168.292682926829,-168.292682926829,-241.463414634146,0,0,0,0.12,0.03,0.02,0.17,115,5,3,1,6.3,7.245,6.15825,0.12,0.03,0.01,0.16,110,4,3,1,5.6,6.16,3.9424,0.12,0.03,0.01,0.16,113,4,3,1,5.6,6.328,4.04992,0.15,0.03,0.01,0.19,122,5,2,1,5.6,6.832,6.4904,16.8315,17.834775,10.221904,44.888179,4.75,2.25,2.25,7.8,38.2716049382716,50.6172839506173,50.6172839506173,21.5686274509804,-254.838709677419,-168.292682926829,-168.292682926829,-241.463414634146,0,0,0
21,B CW,0.12,0.09,0.02,0.23,115,5,3,1,6.3,7.245,8.33175,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.11,0.09,0.02,0.22,118,5,3,1,6.3,7.434,8.1774,0.13,0.09,0.02,0.24,115,4,3,2,6.3,7.245,6.9552,17.8115,20.615525,14.82418,53.251205,59.25,59.25,56.4545454545455,61.6153846153846,-35.8024691358024,-35.8024691358024,-20.8791208791209,-54.9295774647887,-448.387096774193,-448.387096774193,-416.129032258065,-480.645161290323,61.6153846153846,0,0,0.12,0.09,0.02,0.23,115,3,3,1,4.9,5.635,3.88815,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.11,0.08,0.02,0.21,115,4,2,2,5.6,6.44,5.4096,0.13,0.09,0.02,0.24,115,4,4,2,7,8.05,7.728,16.6845,17.372705,13.42768,47.484885,59.25,59.25,42.9090909090909,61.6153846153846,-35.8024691358024,-35.8024691358024,-9.8901098901099,-54.9295774647887,-448.387096774193,-448.387096774193,-383.870967741935,-480.645161290323,61.6153846153846,0,0,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.11,0.08,0.02,0.21,115,4,2,2,5.6,6.44,5.4096,0.13,0.09,0.02,0.24,121,4,4,2,7,8.47,8.1312,17.248,19.09236,13.70992,50.05028,59.25,59.25,42.9090909090909,61.6153846153846,-35.8024691358024,-35.8024691358024,-9.8901098901099,-54.9295774647887,-448.387096774193,-448.387096774193,-383.870967741935,-480.645161290323,61.6153846153846,0,0,0.12,0.09,0.02,0.23,111,4,2,2,5.6,6.216,5.71872,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.11,0.08,0.02,0.21,115,4,2,2,5.6,6.44,5.4096,0.13,0.09,0.02,0.24,115,4,4,2,7,8.05,7.728,17.0912,18.654104,13.42768,49.172984,59.25,59.25,42.9090909090909,61.6153846153846,-35.8024691358024,-35.8024691358024,-9.8901098901099,-54.9295774647887,-448.387096774193,-448.387096774193,-383.870967741935,-480.645161290323,61.6153846153846,0,0
