,Device,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,1st ,2nd ,5th ,OA,T,Particul,Vis,WTR,PVW Comp,OT Comp,OOT Comp,PVW CC,OT CC,OOT CC,CC,A12ratio,B12ratio,C12ratio,D12ratio,A1BAL,B1BAL,C1BAL,D1BAL,A5ratio,B5ratio,C5ratio,D5ratio,12comp,BalComp,5comp
10,C ClgW,0.12,0.03,0.01,0.16,125,4,3,1,5.6,7,4.48,0.12,0.03,0.01,0.16,125,5,2,1,5.6,7,5.6,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,15.68,16.1994,9.228576,41.107976,2.25,2.25,2.25,2.25,50.6172839506173,50.6172839506173,50.6172839506173,50.6172839506173,-168.292682926829,-168.292682926829,-168.292682926829,-168.292682926829,0,0,0,0.12,0.03,0.01,0.16,125,4,3,1,5.6,7,4.48,0.12,0.03,0.01,0.16,120,4,2,1,4.9,5.88,3.7632,0.12,0.03,0.02,0.17,118,4,2,1,4.9,5.782,3.93176,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,15.19,15.3811,8.08276,38.65386,2.25,2.25,4.75,2.25,50.6172839506173,50.6172839506173,38.2716049382716,50.6172839506173,-168.292682926829,-168.292682926829,-254.838709677419,-168.292682926829,0,0,0,0.12,0.03,0.01,0.16,120,4,3,1,5.6,6.72,4.3008,0.12,0.03,0.01,0.16,125,4,2,1,4.9,6.125,3.92,0.12,0.03,0.03,0.18,118,4,2,1,4.9,5.782,4.16304,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,14.994,15.42716,8.354416,38.775576,2.25,2.25,7.25,2.25,50.6172839506173,50.6172839506173,25.9259259259259,50.6172839506173,-168.292682926829,-168.292682926829,-423.809523809524,-168.292682926829,0,0,0,0.12,0.03,0.01,0.16,120,4,3,1,5.6,6.72,4.3008,0.12,0.03,0.01,0.16,125,4,2,1,4.9,6.125,3.92,0.12,0.03,0.02,0.17,118,5,2,1,5.6,6.608,5.6168,0.12,0.03,0.01,0.16,119,4,2,1,4.9,5.831,3.73184,15.484,16.00536,9.372048,40.861408,2.25,2.25,4.75,2.25,50.6172839506173,50.6172839506173,38.2716049382716,50.6172839506173,-168.292682926829,-168.292682926829,-254.838709677419,-168.292682926829,0,0,0
11,D ClgW,0.2,0.09,0.002,0.292,120,5,3,1,6.3,7.56,11.0376,0.25,0.1,0.01,0.36,118,5,3,1,6.3,7.434,13.3812,0.19,0.1,0.02,0.31,113,5,3,1,6.3,7.119,11.03445,0.16,0.06,0.13,0.35,123,4,3,1,5.6,6.888,9.6432,18.032,22.73502,24.016195,64.783215,63.45,83.6,83.6842105263158,74.625,-9099.99999999999,324.489795918367,-990.90909090909,-363.414634146341,-410.204081632653,-656.09756097561,-706.451612903226,327.848101265823,305.359210526316,324.489795918367,327.848101265823,0.21,0.08,0.002,0.292,119,5,3,1,6.3,7.497,10.94562,0.23,0.09,0.01,0.33,118,5,3,1,6.3,7.434,12.2661,0.2,0.009,0.01,0.219,115,4,3,1,5.6,6.44,5.64144,0.15,0.08,0.01,0.24,117,4,3,1,5.6,6.552,6.28992,17.4979,21.960134,17.099222,56.557256,53.7142857142857,70.0434782608696,3.06,47.4666666666667,1011.11111111111,444.827586206897,-1800,-76.470588235294,-410.204081632653,-582.926829268293,-312.19512195122,-363.414634146341,70.0434782608696,1455.93869731801,0,0.15,0.02,0.11,0.28,125,4,3,1,5.6,7,7.84,0.1,0.03,0.01,0.14,120,5,3,1,6.3,7.56,5.292,0.14,0.05,0.07,0.26,125,5,3,1,6.3,7.875,10.2375,0.15,0.06,0.12,0.33,121,4,3,1,5.6,6.776,8.94432,17.64,21.0357,17.201674,55.877374,17.2,-3.29999999999999,38.9285714285714,71.6,-154.901960784314,60.3960396039604,-96.7213114754098,-252.941176470588,320.338983050848,-119.512195121951,889.473684210526,346.376811594203,71.6,60.3960396039604,1556.18947885558,0.14,0.04,0.09,0.27,125,4,3,1,5.6,7,7.56,0.15,0.04,0.1,0.29,120,4,3,1,5.6,6.72,7.7952,0.14,0.05,0.13,0.32,125,5,3,1,6.3,7.875,12.6,0.14,0.06,0.1,0.3,121,5,4,1,7,8.47,12.705,18.13,21.4375,23.27514,62.84264,34,37.0666666666667,60.3571428571429,63.8571428571429,-113.114754098361,-174.509803921569,-195.081967213115,-162.295081967213,458.974358974359,406.122448979592,289.873417721519,426.530612244898,124.214285714286,0,1581.50083792037
12,A Bstr0,0.12,0.03,0.03,0.18,125,5,3,1,6.3,7.875,7.0875,0.12,0.03,0.03,0.18,125,4,3,1,5.6,7,5.04,0.13,0.04,0.03,0.2,125,5,3,1,6.3,7.875,7.875,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,17.7625,20.27375,13.0445,51.08075,7.25,7.25,15.0769230769231,15.0769230769231,25.9259259259259,25.9259259259259,1.40845070422535,1.40845070422535,-423.809523809524,-423.809523809524,-519.047619047619,-519.047619047619,0,0,0,0.12,0.03,0.03,0.18,125,5,3,1,6.3,7.875,7.0875,0.12,0.03,0.03,0.18,125,4,3,1,5.6,7,5.04,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,0.12,0.03,0.03,0.18,118,4,3,1,5.6,6.608,4.75776,17.2725,19.38685,10.862432,47.521782,7.25,7.25,15.0769230769231,7.25,25.9259259259259,25.9259259259259,1.40845070422535,25.9259259259259,-423.809523809524,-423.809523809524,-519.047619047619,-423.809523809524,0,0,0,0.12,0.03,0.03,0.18,126,5,3,2,7,8.82,7.938,0.12,0.03,0.03,0.18,125,4,3,2,6.3,7.875,5.67,0.13,0.04,0.03,0.2,125,4,3,1,5.6,7,5.6,0.13,0.03,0.01,0.17,120,4,3,1,5.6,6.72,4.5696,18.424,20.6731,11.17172,50.26882,7.25,7.25,15.0769230769231,4.38461538461539,25.9259259259259,25.9259259259259,1.40845070422535,43.6619718309859,-423.809523809524,-423.809523809524,-519.047619047619,-192.682926829268,0,0,0,0.12,0.03,0.03,0.18,126,5,3,2,7,8.82,7.938,0.12,0.03,0.03,0.18,125,4,3,2,6.3,7.875,5.67,0.13,0.04,0.03,0.2,125,4,3,2,6.3,7.875,6.3,0.13,0.04,0.03,0.2,122,4,3,1,5.6,6.832,5.4656,18.914,21.364,12.28892,52.56692,7.25,7.25,15.0769230769231,15.0769230769231,25.9259259259259,25.9259259259259,1.40845070422535,1.40845070422535,-423.809523809524,-423.809523809524,-519.047619047619,-519.047619047619,0,0,0
13,B Bstr0,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.14,0.03,0.01,0.18,120,5,3,1,6.3,7.56,6.804,0.14,0.03,0.01,0.18,120,5,3,1,6.3,7.56,6.804,18.7425,21.333375,14.867475,54.94335,7.8,7.8,6.21428571428572,6.21428571428572,21.5686274509804,21.5686274509804,34.4262295081967,34.4262295081967,-241.463414634146,-241.463414634146,-217.073170731707,-217.073170731707,0,0,0,0.15,0.03,0.01,0.19,124,5,3,1,6.3,7.812,7.4214,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.14,0.03,0.01,0.18,121,5,3,1,6.3,7.623,6.8607,0.1,0.04,0.01,0.15,120,5,3,1,6.3,7.56,5.67,18.6984,21.33558,14.113365,54.147345,7.8,7.8,6.21428571428572,-0.399999999999989,21.5686274509804,21.5686274509804,34.4262295081967,50.4950495049505,-241.463414634146,-241.463414634146,-217.073170731707,-143.90243902439,0,0,0,0.15,0.03,0.01,0.19,120,4,2,1,4.9,5.88,4.4688,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.14,0.03,0.01,0.18,121,5,3,2,7,8.47,7.623,0.14,0.06,0.01,0.21,121,5,3,1,6.3,7.623,8.00415,17.836,19.90576,16.28088,54.02264,7.8,7.8,6.21428571428572,25.2857142857143,21.5686274509804,21.5686274509804,34.4262295081967,-14.7540983606558,-241.463414634146,-241.463414634146,-217.073170731707,-290.243902439024,0,0,0,0.15,0.03,0.01,0.19,120,4,2,1,4.9,5.88,4.4688,0.15,0.03,0.01,0.19,125,5,3,1,6.3,7.875,7.48125,0.14,0.03,0.01,0.18,121,5,2,1,5.6,6.776,6.0984,0.14,0.03,0.01,0.18,118,5,3,1,6.3,7.434,6.6906,16.856,18.58766,14.294175,49.737835,7.8,7.8,6.21428571428572,6.21428571428572,21.5686274509804,21.5686274509804,34.4262295081967,34.4262295081967,-241.463414634146,-241.463414634146,-217.073170731707,-217.073170731707,0,0,0
14,C Bstr0,0.12,0.03,0.01,0.16,95,4,2,2,5.6,5.32,3.4048,0.15,0.03,0.01,0.19,130,5,4,2,7.7,10.01,9.5095,0.15,0.03,0.01,0.19,115,4,3,2,6.3,7.245,5.5062,0.13,0.04,0.02,0.19,117,4,3,2,6.3,7.371,5.60196,17.934,19.62156,14.537362,52.092922,2.25,7.8,7.8,12,50.6172839506173,21.5686274509804,21.5686274509804,15.4929577464789,-168.292682926829,-241.463414634146,-241.463414634146,-319.354838709677,0,0,0,0.12,0.04,0.01,0.17,100,4,2,2,5.6,5.6,3.808,0.15,0.04,0.01,0.2,131,6,5,2,9.1,11.921,14.3052,0.15,0.03,0.01,0.19,115,5,3,2,7,8.05,7.6475,0.13,0.04,0.02,0.19,117,4,3,2,6.3,7.371,5.60196,19.6,21.805,19.393262,60.798262,6.33333333333333,13.0666666666667,7.8,12,38.2716049382716,1.96078431372549,21.5686274509804,15.4929577464789,-192.682926829268,-265.853658536585,-241.463414634146,-319.354838709677,0,0,0,0.11,0.04,0.01,0.16,100,5,2,2,6.3,6.3,5.04,0.15,0.05,0.03,0.23,115,6,5,2,9.1,10.465,14.4417,0.15,0.03,0.01,0.19,115,4,3,1,5.6,6.44,4.8944,0.13,0.03,0.03,0.19,118,4,3,2,6.3,7.434,5.64984,19.11,20.5653,17.595158,57.270458,3.27272727272728,26.3333333333333,7.8,9,45.0549450549451,-56.8627450980391,21.5686274509804,15.4929577464789,-168.292682926829,-661.904761904762,-241.463414634146,-471.428571428571,0,0,0,0.1,0.04,0.02,0.16,101,5,2,2,6.3,6.363,5.0904,0.13,0.05,0.04,0.22,129,6,5,2,9.1,11.739,15.49548,0.15,0.03,0.01,0.19,115,3,2,1,4.2,4.83,2.7531,0.13,0.04,0.02,0.19,117,4,3,2,6.3,7.371,5.60196,18.1741,20.32128,16.786378,55.281758,3.6,26.5384615384615,7.8,12,40.5940594059406,-26.7605633802817,21.5686274509804,15.4929577464789,-222.58064516129,-1172.72727272727,-241.463414634146,-319.354838709677,0,0,0
15,D Bstr0,0.16,0.03,0.03,0.22,110,5,3,1,6.3,6.93,7.623,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,16.611,18.2721,14.3416,49.2247,12.9375,12.9375,12.9375,12.9375,-46.3414634146341,-46.3414634146341,-46.3414634146341,-46.3414634146341,-614.285714285714,-614.285714285714,-614.285714285714,-614.285714285714,0,0,0,0.15,0.03,0.03,0.21,110,5,3,1,6.3,6.93,7.2765,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,111,5,2,1,5.6,6.216,6.8376,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,16.611,18.06875,14.38472,49.06447,11.8,12.9375,12.9375,12.9375,-17.6470588235294,-46.3414634146341,-46.3414634146341,-46.3414634146341,-566.666666666667,-614.285714285714,-614.285714285714,-614.285714285714,0,0,0,0.15,0.03,0.03,0.21,110,5,3,1,6.3,6.93,7.2765,0.16,0.03,0.03,0.22,115,5,2,1,5.6,6.44,7.084,0.16,0.03,0.03,0.22,111,5,2,1,5.6,6.216,6.8376,0.16,0.04,0.01,0.21,121,5,2,1,5.6,6.776,7.1148,16.611,18.69595,14.83748,50.14443,11.8,12.9375,12.9375,14.75,-17.6470588235294,-46.3414634146341,-46.3414634146341,-21.9512195121951,-566.666666666667,-614.285714285714,-614.285714285714,-290.243902439024,0,0,0,0.15,0.03,0.03,0.21,110,5,3,1,6.3,6.93,7.2765,0.16,0.03,0.03,0.22,110,5,2,1,5.6,6.16,6.776,0.16,0.03,0.03,0.22,111,5,2,1,5.6,6.216,6.8376,0.16,0.03,0.03,0.22,109,5,2,1,5.6,6.104,6.7144,16.611,18.02955,14.3416,48.98215,11.8,12.9375,12.9375,12.9375,-17.6470588235294,-46.3414634146341,-46.3414634146341,-46.3414634146341,-566.666666666667,-614.285714285714,-614.285714285714,-614.285714285714,0,0,0
16,A TurbO,0.12,0.03,0.01,0.16,110,5,3,1,6.3,6.93,5.544,0.12,0.03,0.01,0.16,110,5,3,2,7,7.7,6.16,0.13,0.05,0.01,0.19,110,4,3,2,6.3,6.93,5.2668,0.12,0.05,0.01,0.18,110,4,3,2,6.3,6.93,4.9896,18.571,18.9728,11.57548,49.11928,2.25,2.25,15,12.0833333333333,50.6172839506173,50.6172839506173,15.4929577464789,25.9259259259259,-168.292682926829,-168.292682926829,-241.463414634146,-217.073170731707,0,0,0,0.12,0.03,0.01,0.16,110,5,3,1,6.3,6.93,5.544,0.12,0.03,0.01,0.16,110,4,3,2,6.3,6.93,4.4352,0.13,0.05,0.01,0.19,110,4,2,2,5.6,6.16,4.6816,0.12,0.05,0.01,0.18,110,4,3,2,6.3,6.93,4.9896,17.591,17.8948,9.95848,45.44428,2.25,2.25,15,12.0833333333333,50.6172839506173,50.6172839506173,15.4929577464789,25.9259259259259,-168.292682926829,-168.292682926829,-241.463414634146,-217.073170731707,0,0,0,0.12,0.03,0.01,0.16,110,5,3,1,6.3,6.93,5.544,0.12,0.03,0.01,0.16,120,4,3,2,6.3,7.56,4.8384,0.13,0.05,0.01,0.19,110,4,2,2,5.6,6.16,4.6816,0.12,0.03,0.01,0.16,119,4,3,2,6.3,7.497,4.79808,17.591,18.7327,10.106656,46.430356,2.25,2.25,15,2.25,50.6172839506173,50.6172839506173,15.4929577464789,50.6172839506173,-168.292682926829,-168.292682926829,-241.463414634146,-168.292682926829,0,0,0,0.12,0.03,0.01,0.16,111,5,3,1,6.3,6.993,5.5944,0.12,0.03,0.01,0.16,99,4,3,2,6.3,6.237,3.99168,0.13,0.05,0.01,0.19,110,4,2,2,5.6,6.16,4.6816,0.12,0.05,0.01,0.18,110,4,3,2,6.3,6.93,4.9896,17.6351,17.44498,9.648016,44.728096,2.25,2.25,15,12.0833333333333,50.6172839506173,50.6172839506173,15.4929577464789,25.9259259259259,-168.292682926829,-168.292682926829,-241.463414634146,-217.073170731707,0,0,0
17,B TurbO,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,99,3,2,1,4.2,4.158,2.99376,0.12,0.09,0.03,0.24,99,3,2,1,4.2,4.158,2.99376,12.054,11.38368,6.603744,30.041424,66.75,66.75,66.75,66.75,-48.1481481481481,-48.1481481481481,-48.1481481481481,-48.1481481481481,-709.523809523809,-709.523809523809,-709.523809523809,-709.523809523809,267,0,0,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,95,4,2,1,4.9,4.655,4.4688,0.12,0.09,0.03,0.24,99,3,2,1,4.2,4.158,2.99376,12.544,11.73158,7.636272,31.911852,66.75,66.75,66.75,66.75,-48.1481481481481,-48.1481481481481,-48.1481481481481,-48.1481481481481,-709.523809523809,-709.523809523809,-709.523809523809,-709.523809523809,267,0,0,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,120,3,2,1,4.2,5.04,3.6288,0.12,0.09,0.03,0.24,95,4,2,1,4.9,4.655,4.4688,0.12,0.06,0.02,0.2,121,3,2,1,4.2,5.082,3.0492,12.544,12.67238,7.88676,33.10314,66.75,66.75,66.75,24.5,-48.1481481481481,-48.1481481481481,-48.1481481481481,1.23456790123457,-709.523809523809,-709.523809523809,-709.523809523809,-351.612903225806,200.25,0,0,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,110,3,2,1,4.2,4.62,3.3264,0.12,0.09,0.03,0.24,95,4,2,1,4.9,4.655,4.4688,0.12,0.09,0.03,0.24,109,3,2,1,4.2,4.578,3.29616,12.544,12.02558,7.847952,32.417532,66.75,66.75,66.75,66.75,-48.1481481481481,-48.1481481481481,-48.1481481481481,-48.1481481481481,-709.523809523809,-709.523809523809,-709.523809523809,-709.523809523809,267,0,0
18,C TurbO,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,5,2,1,5.6,6.44,5.152,0.12,0.04,0.01,0.17,115,5,2,1,5.6,6.44,5.474,0.09,0.04,0.01,0.14,115,5,2,1,5.6,6.44,4.508,16.8315,17.5812,10.6778,45.0905,2.25,2.25,6.33333333333333,-4.88888888888888,50.6172839506173,50.6172839506173,38.2716049382716,54.954954954955,-168.292682926829,-168.292682926829,-192.682926829268,-119.512195121951,0,0,0,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,5,2,1,5.6,6.44,5.152,0.12,0.04,0.01,0.17,115,5,2,1,5.6,6.44,5.474,0.09,0.04,0.01,0.14,115,5,2,1,5.6,6.44,4.508,16.8315,17.5812,10.6778,45.0905,2.25,2.25,6.33333333333333,-4.88888888888888,50.6172839506173,50.6172839506173,38.2716049382716,54.954954954955,-168.292682926829,-168.292682926829,-192.682926829268,-119.512195121951,0,0,0,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,125,5,2,1,5.6,7,5.6,0.12,0.04,0.01,0.17,115,5,3,1,6.3,7.245,6.15825,0.09,0.04,0.03,0.16,122,5,2,1,5.6,6.832,5.4656,17.3215,18.8111,12.140695,48.273295,2.25,2.25,6.33333333333333,4,50.6172839506173,50.6172839506173,38.2716049382716,36.9369369369369,-168.292682926829,-168.292682926829,-192.682926829268,-328.571428571429,0,0,0,0.12,0.03,0.01,0.16,111,5,3,1,6.3,6.993,5.5944,0.12,0.03,0.01,0.16,115,5,2,1,5.6,6.44,5.152,0.12,0.04,0.01,0.17,115,5,3,1,6.3,7.245,6.15825,0.08,0.04,0.01,0.13,115,5,2,1,5.6,6.44,4.186,17.1451,18.00358,10.931375,46.080055,2.25,2.25,6.33333333333333,-10.5,50.6172839506173,50.6172839506173,38.2716049382716,58.6776859504132,-168.292682926829,-168.292682926829,-192.682926829268,-95.1219512195122,0,0,0
19,D TurbO,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,18.3015,19.2717,14.2842,51.8574,2.25,2.25,28.5833333333333,28.5833333333333,50.6172839506173,50.6172839506173,1.23456790123457,1.23456790123457,-168.292682926829,-168.292682926829,-265.853658536585,-265.853658536585,0,0,0,0.12,0.03,0.01,0.16,115,4,4,1,6.3,7.245,4.6368,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,18.3015,18.46026,14.2842,51.04596,2.25,2.25,28.5833333333333,28.5833333333333,50.6172839506173,50.6172839506173,1.23456790123457,1.23456790123457,-168.292682926829,-168.292682926829,-265.853658536585,-265.853658536585,0,0,0,0.13,0.04,0.01,0.18,115,4,4,1,6.3,7.245,5.2164,0.15,0.05,0.03,0.23,120,5,3,1,6.3,7.56,8.694,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,0.12,0.03,0.01,0.16,120,5,3,1,6.3,7.56,6.048,18.3015,19.30698,15.4959,53.10438,8.92307692307692,26.3333333333333,28.5833333333333,2.25,29.5774647887324,-56.8627450980391,1.23456790123457,50.6172839506173,-217.073170731707,-661.904761904762,-265.853658536585,-168.292682926829,0,0,0,0.13,0.04,0.01,0.18,115,4,4,1,6.3,7.245,5.2164,0.11,0.03,0.01,0.15,115,5,3,1,6.3,7.245,5.43375,0.12,0.07,0.01,0.2,115,5,3,1,6.3,7.245,7.245,0.12,0.07,0.01,0.2,100,5,3,1,6.3,6.3,6.3,18.3015,18.20448,13.362125,49.868105,8.92307692307692,-0.272727272727273,28.5833333333333,28.5833333333333,29.5774647887324,56.0439560439561,1.23456790123457,1.23456790123457,-217.073170731707,-143.90243902439,-265.853658536585,-265.853658536585,0,0,0
20,A CW,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,4,3,1,5.6,6.44,4.1216,0.12,0.03,0.01,0.16,115,4,3,1,5.6,6.44,4.1216,0.15,0.03,0.01,0.19,115,4,2,1,4.9,5.635,4.2826,16.3415,17.0177,8.85206,42.21126,2.25,2.25,2.25,7.8,50.6172839506173,50.6172839506173,50.6172839506173,21.5686274509804,-168.292682926829,-168.292682926829,-168.292682926829,-241.463414634146,0,0,0,0.12,0.03,0.01,0.16,115,5,3,1,6.3,7.245,5.796,0.12,0.03,0.01,0.16,115,4,3,1,5.6,6.44,4.1216,0.12,0.03,0.01,0.16,113,4,3,1,5.6,6.328,4.04992,0.15,0.03,0.01,0.19,115,4,2,1,4.9,5.635,4.2826,16.3415,16.9393,8.801884,42.082684,2.25,2.25,2.25,7.8,50.6172839506173,50.6172839506173,50.6172839506173,21.5686274509804,-168.292682926829,-168.292682926829,-168.292682926829,-241.463414634146,0,0,0,0.12,0.03,0.02,0.17,115,5,3,1,6.3,7.245,6.15825,0.16,0.03,0.03,0.22,125,4,3,1,5.6,7,6.16,0.12,0.03,0.01,0.16,113,4,3,1,5.6,6.328,4.04992,0.15,0.04,0.02,0.21,117,4,2,1,4.9,5.733,4.81572,16.3415,17.653475,10.629948,44.624923,4.75,12.9375,2.25,15.7333333333333,38.2716049382716,-46.3414634146341,50.6172839506173,-17.6470588235294,-254.838709677419,-614.285714285714,-168.292682926829,-383.870967741935,0,0,0,0.12,0.03,0.02,0.17,115,5,3,1,6.3,7.245,6.15825,0.13,0.06,0.006,0.196,114,4,3,1,5.6,6.384,5.005056,0.14,0.03,0.01,0.18,113,4,3,1,5.6,6.328,4.55616,0.12,0.03,0.05,0.2,115,5,2,1,5.6,6.44,6.44,16.8315,17.717175,11.2918512,45.8405262,4.75,20.7692307692308,6.21428571428572,12.25,38.2716049382716,7.04225352112677,34.4262295081967,1.23456790123457,-254.838709677419,-233.333333333333,-217.073170731707,-10900,0,0,0
21,B CW,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.11,0.09,0.02,0.22,115,4,2,2,5.6,6.44,5.6672,0.13,0.09,0.02,0.24,115,4,3,2,6.3,7.245,6.9552,16.758,18.23486,13.06704,48.0599,59.25,59.25,56.4545454545455,61.6153846153846,-35.8024691358024,-35.8024691358024,-20.8791208791209,-54.9295774647887,-448.387096774193,-448.387096774193,-416.129032258065,-480.645161290323,61.6153846153846,0,0,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.11,0.08,0.02,0.21,115,4,2,2,5.6,6.44,5.4096,0.13,0.09,0.02,0.24,115,4,4,2,7,8.05,7.728,17.248,18.79836,13.42768,49.47404,59.25,59.25,42.9090909090909,61.6153846153846,-35.8024691358024,-35.8024691358024,-9.8901098901099,-54.9295774647887,-448.387096774193,-448.387096774193,-383.870967741935,-480.645161290323,61.6153846153846,0,0,0.12,0.09,0.02,0.23,115,4,2,2,5.6,6.44,5.9248,0.12,0.03,0.01,0.16,125,4,2,2,5.6,7,4.48,0.11,0.08,0.02,0.21,115,4,2,2,5.6,6.44,5.4096,0.13,0.09,0.02,0.24,115,4,4,2,7,8.05,7.728,17.248,19.19036,12.41632,48.85468,59.25,2.25,42.9090909090909,61.6153846153846,-35.8024691358024,50.6172839506173,-9.8901098901099,-54.9295774647887,-448.387096774193,-168.292682926829,-383.870967741935,-480.645161290323,61.6153846153846,0,0,0.12,0.09,0.02,0.23,111,4,2,2,5.6,6.216,5.71872,0.12,0.03,0.03,0.18,110,5,4,1,7,7.7,6.93,0.17,0.009,0.03,0.209,115,4,2,2,5.6,6.44,5.38384,0.14,0.03,0.03,0.2,115,4,4,2,7,8.05,6.44,18.0712,19.536104,13.211688,50.818992,59.25,7.25,3.07058823529412,10.5,-35.8024691358024,25.9259259259259,-25.8064516129032,1.63934426229508,-448.387096774193,-423.809523809524,-561.904761904762,-519.047619047619,0,0,0
